gender,age,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,satisfaction_score,tenure_in_months,churn_label
Male,63,No,Yes,No,0,Yes,2,None,Yes,34.22,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,5,33,No
Male,44,No,No,No,0,No,0,None,No,0,No,Yes,20,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,3,24,No
Female,45,No,Yes,No,0,Yes,9,None,Yes,20.53,Yes,Yes,19,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,4,56,No
Male,28,No,No,No,0,No,0,None,Yes,21.84,No,Yes,41,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,4,37,No
Female,29,No,No,No,0,No,0,None,Yes,2.49,Yes,Yes,53,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,3,43,No
Male,31,No,No,No,0,No,0,None,No,0,No,Yes,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,4,1,No
Female,52,No,No,No,0,No,0,None,Yes,23.45,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,3,61,No
Male,41,No,No,No,0,No,0,None,Yes,49.71,Yes,Yes,4,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,5,17,No
Female,53,No,Yes,No,0,Yes,3,None,Yes,13.23,No,Yes,16,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,3,41,No
Male,59,No,No,No,0,No,0,None,Yes,9.91,Yes,Yes,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4,48,No
Female,51,No,No,No,0,No,0,None,No,0,No,Yes,13,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,3,42,No
Male,50,No,No,No,0,No,0,None,Yes,44.92,Yes,Yes,16,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,4,44,No
Male,62,No,No,Yes,2,No,0,None,Yes,15.66,No,Yes,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5,1,No
Female,49,No,No,No,0,No,0,None,Yes,35.17,Yes,Yes,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4,27,No
Female,47,No,No,No,0,No,0,None,Yes,32.03,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,5,19,No
Female,61,No,No,No,0,No,0,None,Yes,13.28,Yes,Yes,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4,66,No
Female,44,No,Yes,No,0,Yes,10,None,Yes,17.82,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,4,23,No
Female,46,No,No,No,0,No,0,None,Yes,43.8,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,4,32,No
Female,52,No,No,No,0,No,0,None,Yes,26.85,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,4,11,No
Female,49,No,Yes,No,0,Yes,9,None,Yes,44.79,No,Yes,14,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,3,68,No
Male,62,No,No,No,0,No,0,None,Yes,27.11,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,5,20,No
Male,39,No,No,No,0,No,0,Offer A,Yes,30.44,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,3,72,No
Male,59,No,Yes,No,0,Yes,5,Offer B,Yes,5.43,Yes,Yes,29,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,4,60,No
Female,55,No,Yes,No,0,Yes,9,Offer B,Yes,35.46,Yes,No,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,4,46,No
Female,62,No,Yes,No,0,Yes,3,None,Yes,5.39,Yes,Yes,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,29,No
Male,21,No,No,No,0,No,0,Offer B,Yes,1.51,Yes,Yes,52,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5,51,No
Female,58,No,Yes,Yes,1,Yes,6,Offer D,Yes,40.03,No,Yes,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3,16,No
Male,23,No,Yes,No,0,Yes,5,Offer A,Yes,45.24,Yes,Yes,42,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3,70,No
Female,27,No,Yes,Yes,2,Yes,2,Offer B,Yes,33.44,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,5,40,No
Female,41,No,Yes,Yes,3,Yes,6,None,Yes,6.7,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,5,5,No
Female,61,No,No,No,0,No,0,None,Yes,27.46,No,Yes,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,7,No
Male,46,No,No,No,0,No,0,None,Yes,49.92,Yes,Yes,23,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Credit Card,5,29,No
Male,54,No,Yes,No,0,Yes,10,Offer B,Yes,15.33,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,3,44,No
Female,31,No,No,No,0,No,0,Offer D,No,0,No,Yes,24,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5,10,No
Female,20,No,Yes,Yes,2,No,0,Offer D,Yes,6.5,Yes,Yes,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,3,10,No
Male,27,No,No,No,0,No,0,Offer D,Yes,15.18,Yes,Yes,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,18,No
Female,49,No,Yes,No,0,Yes,4,Offer A,Yes,41.46,Yes,Yes,30,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,3,68,No
Female,56,No,Yes,No,0,Yes,5,Offer A,No,0,No,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,3,72,No
Male,30,No,No,No,0,No,0,None,Yes,12.59,No,Yes,76,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4,2,No
Male,21,No,Yes,No,0,Yes,1,Offer B,Yes,35.46,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,4,41,No
Female,46,No,No,No,0,No,0,None,No,0,No,Yes,29,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,4,26,No
Male,26,No,Yes,No,0,Yes,1,None,Yes,12.61,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,4,36,No
Male,52,No,Yes,No,0,Yes,5,Offer A,Yes,30.75,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,3,72,No
Male,30,No,Yes,No,0,No,0,None,Yes,24.83,Yes,Yes,51,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3,35,No
Male,59,No,No,No,0,No,0,None,Yes,14.65,No,Yes,15,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,4,1,No
Female,49,No,Yes,Yes,1,Yes,8,Offer D,Yes,46.45,Yes,Yes,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,16,No
Female,63,No,Yes,No,0,Yes,7,Offer B,Yes,11.4,Yes,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,4,54,No
Female,45,No,No,Yes,3,No,0,Offer D,Yes,42.45,Yes,Yes,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,4,18,No
Female,59,No,Yes,No,0,Yes,8,None,Yes,49.33,No,Yes,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,3,36,No
Female,30,No,Yes,No,0,Yes,10,Offer B,Yes,5.32,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,4,52,No
Male,26,No,Yes,Yes,3,Yes,4,None,Yes,22.14,No,Yes,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5,8,No
Male,47,No,Yes,No,0,Yes,8,Offer A,Yes,27.25,No,Yes,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,3,72,No
Female,53,No,No,No,0,No,0,Offer B,Yes,4.03,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,5,64,No
Male,34,No,Yes,No,0,Yes,10,Offer B,No,0,No,Yes,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5,60,No
Female,20,No,Yes,No,0,Yes,10,Offer B,Yes,20.09,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,5,61,No
Female,48,No,No,No,0,No,0,None,Yes,38.79,Yes,Yes,4,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,5,24,No
Male,35,No,Yes,No,0,Yes,1,None,Yes,27.34,No,Yes,16,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,3,28,No
Female,24,No,Yes,No,0,Yes,4,Offer C,Yes,15.94,No,Yes,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,5,30,No
Male,45,No,Yes,No,0,Yes,10,None,Yes,34.38,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,4,2,No
Male,61,No,No,No,0,No,0,None,Yes,4.53,Yes,Yes,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,1,No
Male,52,No,No,Yes,2,No,0,None,Yes,15.5,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,5,6,No
Female,23,No,Yes,No,0,Yes,8,Offer C,Yes,44.06,No,Yes,59,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5,24,No
Male,25,No,No,No,0,No,0,Offer A,No,0,No,Yes,59,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,5,70,No
Male,32,No,Yes,No,0,Yes,2,Offer A,Yes,11.57,Yes,Yes,18,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,3,72,No
Female,42,No,No,No,0,No,0,Offer B,Yes,13.45,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,5,44,No
Male,24,No,Yes,No,0,Yes,2,None,Yes,14.91,No,Yes,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,3,9,No
Male,56,No,Yes,No,0,Yes,7,Offer C,Yes,1.02,No,Yes,3,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,3,24,No
Female,47,No,Yes,Yes,3,Yes,8,None,Yes,16.22,No,Yes,53,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,7,No
Male,48,No,Yes,Yes,2,Yes,2,Offer D,Yes,40.76,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,3,11,No
Female,50,No,Yes,No,0,Yes,2,Offer A,Yes,38.44,Yes,Yes,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,4,72,No
Male,62,No,Yes,Yes,2,Yes,4,Offer A,Yes,44,Yes,Yes,20,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,5,72,No
Female,64,No,No,No,0,No,0,Offer D,Yes,32.07,Yes,Yes,28,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3,15,No
Male,26,No,No,No,0,No,0,Offer A,Yes,44.46,Yes,Yes,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3,72,No
Female,43,No,Yes,No,0,Yes,2,None,No,0,No,Yes,20,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,3,10,No
Male,42,No,Yes,Yes,3,Yes,4,Offer B,Yes,40.73,Yes,Yes,76,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,5,63,No
Female,63,No,No,No,0,No,0,None,Yes,27.02,No,Yes,26,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,2,No
Male,31,No,No,No,0,No,0,None,Yes,17.81,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,5,1,No
Male,32,No,Yes,No,0,Yes,7,Offer C,Yes,28.86,No,Yes,24,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,3,28,No
Female,41,No,Yes,No,0,Yes,7,Offer A,Yes,11.71,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,4,70,No
Male,64,No,No,No,0,No,0,Offer C,Yes,22.41,Yes,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,3,34,No
Female,50,No,Yes,No,0,Yes,1,Offer A,Yes,29.72,Yes,Yes,12,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,3,70,No
Female,54,No,Yes,Yes,2,Yes,1,Offer B,Yes,31.96,No,Yes,26,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,52,No
Male,23,No,No,No,0,No,0,Offer A,Yes,26.45,Yes,Yes,46,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,4,69,No
Male,63,No,No,Yes,2,No,0,Offer D,Yes,47.12,Yes,Yes,23,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,5,11,No
Female,47,No,No,No,0,No,0,None,Yes,16.47,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,5,1,No
Male,21,No,No,No,0,No,0,Offer B,Yes,36.05,Yes,Yes,73,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,61,No
Female,42,No,No,No,0,No,0,Offer B,Yes,2.5,Yes,Yes,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,56,No
Male,36,No,No,No,0,No,0,Offer C,Yes,2.87,Yes,Yes,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,3,30,No
Female,19,No,No,No,0,No,0,Offer C,Yes,28.42,No,Yes,48,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,3,28,No
Male,34,No,No,No,0,No,0,Offer D,Yes,38.96,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,4,12,No
Male,37,No,Yes,Yes,2,No,0,Offer A,Yes,38.98,Yes,Yes,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,5,67,No
Male,29,No,Yes,Yes,2,Yes,1,Offer B,Yes,41.89,Yes,Yes,52,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,4,55,No
Male,43,No,No,No,0,No,0,Offer B,Yes,31.31,No,Yes,12,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,3,52,No
Male,30,No,Yes,Yes,3,Yes,1,Offer B,Yes,43.75,Yes,Yes,69,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,4,58,No
Male,52,No,Yes,Yes,3,Yes,1,Offer C,Yes,20.85,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,4,35,No
Female,51,No,Yes,Yes,3,Yes,9,Offer C,Yes,20.6,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,5,24,No
Male,47,No,Yes,Yes,2,Yes,5,Offer A,Yes,48.57,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,3,70,No
Male,25,No,No,No,0,No,0,None,Yes,37.7,No,Yes,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,2,No
Male,60,No,No,No,0,No,0,Offer D,Yes,33.36,Yes,Yes,22,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4,12,No
Female,54,No,Yes,No,0,Yes,1,Offer B,Yes,21.15,Yes,Yes,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4,63,No
Female,24,No,Yes,No,0,Yes,8,Offer C,Yes,8.79,No,Yes,27,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,4,33,No
Female,32,No,Yes,No,0,Yes,4,None,Yes,46.87,No,Yes,11,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,3,69,No
Female,26,No,Yes,No,0,Yes,5,None,Yes,14,No,Yes,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,5,60,No
Female,43,No,Yes,Yes,5,Yes,10,None,Yes,26.32,Yes,Yes,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3,72,No
Female,52,No,No,No,0,No,0,Offer D,Yes,24.57,Yes,Yes,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,4,11,No
Female,57,No,No,No,0,No,0,None,Yes,40.63,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,4,1,No
Male,59,No,Yes,Yes,1,Yes,1,Offer C,Yes,3.54,No,Yes,12,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3,34,No
Female,22,No,No,No,0,No,0,None,Yes,26.83,Yes,Yes,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,5,65,No
Male,35,No,No,No,0,No,0,None,Yes,3.49,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,5,15,No
Male,44,No,Yes,Yes,4,Yes,10,None,Yes,33.01,Yes,Yes,51,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3,72,No
Female,26,No,Yes,Yes,3,Yes,9,None,Yes,34.69,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,3,72,No
Male,46,No,Yes,Yes,2,Yes,2,None,Yes,24.7,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,3,55,No
Female,27,No,Yes,Yes,2,Yes,1,None,Yes,25.54,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,5,23,No
Female,58,No,Yes,No,0,Yes,2,None,Yes,42.86,Yes,Yes,8,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3,56,No
Female,22,No,No,No,0,No,0,None,Yes,11.83,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,5,1,No
Male,55,No,No,No,0,No,0,Offer C,Yes,42.24,No,Yes,22,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,3,38,No
Male,51,No,No,No,0,No,0,None,Yes,1.01,No,Yes,8,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5,11,No
Male,54,No,No,No,0,No,0,None,Yes,14.97,No,Yes,5,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,3,1,No
Male,53,No,Yes,No,0,Yes,1,None,Yes,14.43,Yes,Yes,25,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3,56,No
Male,19,No,Yes,No,0,Yes,9,Offer E,Yes,14.1,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,5,3,No
Male,63,No,Yes,Yes,3,Yes,6,Offer E,Yes,5.17,No,Yes,51,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,3,7,No
Male,49,No,Yes,Yes,1,Yes,3,None,Yes,41.09,Yes,Yes,16,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4,59,No
Male,19,No,No,No,0,No,0,Offer E,Yes,31.84,No,Yes,58,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4,7,No
Male,19,No,Yes,No,0,Yes,3,None,Yes,2.43,No,Yes,58,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,4,71,No
Male,23,No,Yes,Yes,1,Yes,8,None,Yes,2.12,No,Yes,30,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,3,15,No
Male,34,No,Yes,No,0,Yes,7,None,Yes,34.39,Yes,Yes,5,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,3,71,No
Female,23,No,No,No,0,No,0,None,No,0,No,Yes,59,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,5,11,No
Female,32,No,Yes,Yes,3,Yes,2,None,Yes,23.68,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,4,60,No
Female,55,No,No,No,0,No,0,None,Yes,5,No,Yes,23,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,3,11,No
Male,26,No,Yes,No,0,Yes,2,None,Yes,20.34,No,Yes,51,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,3,61,No
Male,27,No,Yes,Yes,3,Yes,3,Offer C,Yes,36.49,Yes,Yes,59,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,4,31,No
Male,30,No,No,No,0,No,0,Offer E,Yes,40.71,No,Yes,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,9,No
Male,59,No,No,No,0,No,0,Offer E,Yes,9.61,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,4,2,No
Female,62,No,Yes,Yes,1,Yes,1,Offer E,Yes,28.28,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,4,1,No
Female,40,No,No,No,0,No,0,Offer E,Yes,15.37,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,3,3,No
Male,56,No,No,No,0,No,0,None,Yes,46.24,No,Yes,10,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,4,52,No
Male,28,No,Yes,No,0,Yes,1,None,Yes,5.2,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,3,5,No
Male,52,No,Yes,No,0,Yes,1,None,Yes,28.86,Yes,Yes,8,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3,72,No
Male,25,No,Yes,No,0,Yes,1,None,Yes,3.57,Yes,Yes,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,3,71,No
Male,32,No,Yes,No,0,Yes,1,None,Yes,47.83,Yes,Yes,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,3,72,No
Male,56,No,Yes,No,0,Yes,1,None,Yes,18.45,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,5,46,No
Male,19,No,Yes,No,0,Yes,1,None,Yes,13.45,Yes,Yes,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,4,63,No
Male,52,No,No,No,0,No,0,Offer C,Yes,24.73,No,Yes,20,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,4,30,No
Male,36,No,No,No,0,No,0,None,Yes,37.44,No,Yes,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,3,1,No
Male,45,No,No,No,0,No,0,None,No,0,No,Yes,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,4,16,No
Male,22,No,No,No,0,No,0,None,Yes,13.31,Yes,Yes,59,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,4,4,No
Male,53,No,Yes,No,0,No,0,None,Yes,9.21,Yes,Yes,30,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,3,51,No
Male,59,No,Yes,No,0,Yes,1,None,Yes,23.46,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,3,65,No
Male,21,No,No,No,0,No,0,None,Yes,38.32,No,Yes,82,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,3,16,No
Male,47,No,No,No,0,No,0,None,Yes,31.45,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,4,2,No
Female,34,No,Yes,Yes,1,Yes,1,None,Yes,37.84,Yes,Yes,17,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,3,66,No
Male,51,No,No,No,0,No,0,None,Yes,37.5,Yes,Yes,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,4,46,No
Female,55,No,No,No,0,No,0,None,Yes,4.61,Yes,Yes,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3,32,No
Male,35,No,Yes,No,0,Yes,1,None,Yes,12.12,Yes,Yes,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,3,72,No
Male,28,No,Yes,No,0,Yes,1,None,Yes,22.05,No,Yes,73,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,4,38,No
Male,48,No,No,No,0,No,0,None,Yes,36.59,No,Yes,20,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,4,51,No
Male,47,No,Yes,Yes,3,Yes,1,None,Yes,21.89,Yes,Yes,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,3,72,No
Male,57,No,No,Yes,2,No,0,None,Yes,20.63,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,4,66,No
Male,63,No,No,No,0,No,0,None,Yes,27.04,Yes,Yes,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,5,50,No
Female,64,No,No,No,0,No,0,None,Yes,13.58,Yes,Yes,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,4,15,No
Male,55,No,No,No,0,No,0,None,No,0,No,Yes,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,3,8,No
Female,30,No,No,No,0,No,0,None,Yes,28.27,Yes,Yes,41,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,57,No
Female,51,No,No,No,0,No,0,None,Yes,40.76,Yes,Yes,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,7,No
